888000195 ,天津铁道职业技术学院,	0x14e4
888001282 ,绍兴文理学院,	0x12ab
888002045 ,山东财政学院,	0x12ac
888001251 ,常州市职工大学,	0x12aa
888000468 ,山西国际商务职业学院,	0x12af
888003567 ,云南工业大学,	0x12ad
888003822 ,延安教育学院,	0x12ae
888003058 ,广东省外语艺术职业学院,	0x12b9
888003894 ,兰州职业技术学院,	0x12d5
888003950 ,青海警官职业学院,	0x12d6
888000595 ,鞍山师范学院,	0x12d3
888001335 ,浙江越秀外国语学院,	0x12d4
888004125 ,阜新矿务局职工大学,	0x12d9
888003360 ,凉山教育学院,	0x12d7
888003446 ,成都艺术职业学院,	0x12d8
888003884 ,甘肃省建筑工程学校,	0x12d1
888004029 ,新疆维吾尔医学专科学校,	0x12d2
888002950 ,广州师范学院,	0x12d0
888002351 ,郑州财经学院,	0x12bc
888002361 ,安阳学院,	0x12bd
888003292 ,重庆航天职业技术学院,	0x12ba
888000661 ,辽宁职业学院,	0x12bb
888002367 ,商丘学院,	0x12be
888003265 ,长江师范学院,	0x12bf
888002825 ,湖南交通工程学院,	0xb8f
888000572 ,辽宁石油化工大学,	0xb8b
888003699 ,延安大学,	0xb8c
888003939 ,青海财经职业技术学院,	0xb8d
888000483 ,运城职业技术学院,	0xb8e
888000241 ,廊坊教育学院,	0xb8a
888000931 ,上海音乐学院,	0x1407
888002798 ,湖南女子职业大学,	0x1408
888003639 ,楚雄医药高等专科学校,	0x1405
888000713 ,延边医学院,	0x1406
888003962 ,银川高等师范专科学校,	0x1409
888001468 ,安徽农业大学,	0x1400
888002352 ,郑州经贸职业学院,	0x1403
888003322 ,重庆交通职业学院,	0x1404
888004359 ,中国人民解放军海军工程大学,	0x1401
888000398 ,大同医学高等专科学校,	0x1402
888000373 ,廊坊燕京职业技术学院,	0xb9c
888001418 ,衢州师范学校,	0xb9d
888001748 ,厦门海洋职业技术学院,	0xb9e
888002517 ,武汉纺织大学,	0xb9f
888003335 ,重庆护理职业学院,	0xb9a
888000026 ,北京石油化工专科学校,	0xb9b
888000045 ,北京外国语大学,	0x140c
888003417 ,民办四川天一学院,	0xb86
888003520 ,贵州理工学院,	0xb87
888004028 ,乌鲁木齐职业大学,	0x140d
888003764 ,西安理工大学高科学院,	0xb88
888003970 ,宁夏理工学院,	0x140a
888004191 ,江苏省省级机关管理干部学院,	0x140b
888004343 ,阿克苏教育学院,	0xb89
888000626 ,锦州医科大学医疗学院,	0x1418
888001390 ,浙江省建筑工业学校,	0xb82
888000859 ,黑龙江职业学院,	0x1419
888001751 ,福州市农业学校,	0xb83
888001215 ,太仓工业学校,	0x1416
888003277 ,重庆商学院,	0xb84
888000455 ,山西水利职业技术学院,	0x1417
888003285 ,西南大学育才学院,	0xb85
888003756 ,西安建筑科技大学华清学院,	0xb80
888000537 ,内蒙古警察职业学院,	0xb81
888000748 ,长春水利电力高等专科学校,	0x1410
888001192 ,江苏省食品学校,	0x1411
888001379 ,浙西电力技术学校,	0xb6d
888003632 ,云南国防工业职业技术学院,	0x1414
888001982 ,青岛理工大学,	0xb6e
888003643 ,云南新兴职业学院,	0x1415
888001986 ,山东省地质学校,	0x1412
888002851 ,湖南体育职业学院,	0xb6f
888002592 ,武昌工学院,	0x1413
888001228 ,江苏城市职业学院,	0xb6a
888002286 ,许昌师范高等专科学校,	0xb6b
888002468 ,河南省医药学校,	0xb6c
888000885 ,黑龙江农垦科技职业学院,	0x141a
888000549 ,内蒙古经贸外语职业学院,	0x141d
888002593 ,武汉工商学院,	0xb97
888000779 ,吉林工业职业技术学院,	0x141e
888003202 ,广西城市职业学院,	0xb98
888001484 ,皖西联合大学,	0x141b
888003235 ,海南政法职业学院,	0xb99
888003351 ,西华大学,	0x141c
888000293 ,河北医科大学临床学院,	0x1429
888002092 ,烟台大学文经学院,	0xb93
888000019 ,北京轻工业学院,	0xb94
888000016 ,北方工业大学,	0x1427
888003267 ,涪陵教育学院,	0xb95
888000127 ,北京新圆明职业学院,	0x1428
888000441 ,山西艺术职业学院,	0xb96
888003389 ,四川旅游学院,	0xb90
888000753 ,长春大学,	0xb91
888001918 ,江西现代职业技术学院,	0xb92
888002089 ,山东现代职业学院,	0x1421
888002374 ,三门峡广播电视大学,	0x1422
888001260 ,浙江理工大学,	0x1420
888000824 ,哈尔滨师范学校,	0xb7e
888001842 ,萍乡学院,	0x1425
888001889 ,江西省万年师范学校,	0x1426
888004350 ,中国人民解放军陆军炮兵防空兵学院,	0xb7f
888003191 ,柳州铁道职业技术学院,	0x1423
888000480 ,山西老区职业技术学院,	0x1424
888002800 ,普通高等师范专科学校,	0xb7a
888003353 ,成都师范高等专科学校,	0xb7b
888000171 ,天津理工大学中环信息学院,	0xb7c
888000906 ,上海交通大学,	0x140e
888000505 ,内蒙古蒙医学院,	0xb7d
888003460 ,四川科技职业学院,	0x140f
888003971 ,宁夏石嘴山职业技术学院,	0xb68
888000309 ,张家口学院,	0xb69
888002006 ,聊城市体育运动学校,	0xb64
888002683 ,咸宁体育学校,	0xb65
888002814 ,衡阳师范学院南岳学院,	0xb66
888001697 ,福建商学院,	0xb67
888003153 ,桂林航天工业学院,	0xb60
888003682 ,西安理工大学,	0xb61
888000158 ,天津音乐学院,	0xb62
888000513 ,乌兰察布盟师范学校,	0xb63
888001526 ,安徽外国语职业技术学院,	0xb4f
888001993 ,山东农业大学,	0xb4b
888002629 ,恩施职业技术学院,	0xb4c
888000391 ,山西农业大学,	0xb4d
888000862 ,黑龙江省纺织工业学校,	0xb4e
888003931 ,甘肃煤炭工业学校,	0xb4a
888000633 ,大连艺术学院,	0xb79
888002857 ,湖南司法警官职业学院,	0xb75
888004009 ,石河子大学,	0xb76
888000413 ,吕梁高等专科学校,	0xb77
888000418 ,太原大学教育学院,	0xb78
888003288 ,重庆工商大学融智学院,	0xb71
888003834 ,陕西省铜川教育学院,	0xb72
888001598 ,安徽广播影视职业技术学院,	0xb73
888001932 ,江西中医药高等专科学校,	0xb74
888003275 ,重庆工商大学,	0xb70
888000855 ,齐齐哈尔市幼儿师范学院,	0xb5c
888001077 ,南京大学金陵学院,	0xb5d
888001342 ,浙江医学高等专科学校,	0xb5e
888002326 ,河南财政金融学院,	0xb5f
888003773 ,杨凌职业技术学院,	0xb5a
888000039 ,北京师范学院,	0xb5b
888001746 ,福建水利电力职业技术学院,	0xb46
888002249 ,华北水利水电大学,	0xb47
888003451 ,四川商务职业学院,	0xb48
888003664 ,云南交通运输职业学院,	0xb49
888001175 ,常州市纺织工业职工大学,	0xb42
888002424 ,南阳医学高等专科学校,	0xb43
888004041 ,伊犁职业技术学院,	0xb44
888000222 ,河北水利电力学院,	0xb45
888000666 ,沈阳市机电工业学校,	0xb40
888000867 ,黑龙江农业工程职业学院,	0xb41
888000328 ,开滦矿务局职工大学,	0xb2d
888004196 ,温州市工人业余大学,	0xb2e
888001486 ,六安师范学校,	0xb2f
888003012 ,广东轻工职业技术学院,	0xb2a
888003130 ,广西民族师范学院,	0xb2b
888000144 ,天津农学院,	0xb2c
888000156 ,天津财经大学,	0xb39
888001919 ,江西工业工程职业技术学院,	0xb57
888004157 ,齐齐哈尔市职工大学,	0xb58
888000770 ,辽源职业技术学院,	0xb59
888004358 ,中国人民解放军海军指挥学院,	0xb53
888000163 ,天狮职业技术学院,	0xb54
888000722 ,吉林化工学院,	0xb55
888001721 ,福州外语外贸学院,	0xb56
888002432 ,永城职业学院,	0xb50
888003107 ,公安边防部队高等专科学校,	0xb51
888003263 ,万县师范专科学校,	0xb52
888000678 ,辽宁商贸职业学院,	0xb3e
888000938 ,上海工程技术大学,	0xb3f
888002377 ,郑州铁路机械学校,	0xb3a
888001208 ,江南学院旅游经贸分院,	0xb3b
888002987 ,广东海洋大学寸金学院,	0xb3c
888003613 ,云南工商学院,	0xb3d
888002100 ,青岛工学院,	0x146e
888003556 ,贵州电子商务职业技术学院,	0x146f
888000816 ,哈尔滨师范大学,	0x146c
888001667 ,集美航海学院,	0x146d
888000785 ,松原职业技术学院,	0x146a
888000794 ,吉林水利电力职业学院,	0x146b
888003091 ,广州城建职业学院,	0x1476
888003442 ,泸州教育学院,	0x1477
888001741 ,福建林业职业技术学院,	0x1474
888002250 ,郑州大学,	0x1475
888001815 ,江西省国防科技工业学校,	0x1478
888003713 ,西安美术学院,	0x1479
888001553 ,安徽商贸职业技术学院,	0x1472
888001732 ,漳州职业技术学院,	0x1473
888004042 ,阿克苏职业技术学院,	0x1470
888001037 ,苏州城建环保学院,	0x1471
888000130 ,北京卫生职业学院,	0x147f
888002483 ,郑州幼儿师范高等专科学校,	0x147d
888002769 ,湖南商学院,	0x147e
888001443 ,舟山航海学校（舟山水产学校）,	0x147b
888002402 ,商丘商业学校,	0x147c
888004031 ,新疆机电职业技术学院,	0x147a
888003205 ,百色职业学院,	0x1487
888000017 ,北京化工大学,	0x1488
888002628 ,武汉船舶职业技术学院,	0x1485
888002766 ,娄底师范专科学校,	0x1486
888001146 ,泰州职业技术学院,	0x1489
888002084 ,青岛恒星科技学院,	0x1480
888001792 ,福建省云霄师范学校,	0x1483
888002166 ,山东省交通运输学校,	0x1484
888002684 ,长江工程职业技术学院,	0x1481
888001277 ,杭州工艺美术学校,	0x1482
888001693 ,三明高等专科学校,	0x148e
888001839 ,蓝天职业技术学院,	0x148f
888003476 ,四川护理职业学院,	0x148c
888000117 ,北京戏曲艺术职业学院,	0x148d
888001287 ,台州学院,	0x148a
888002760 ,常德师范学校,	0x148b
888001454 ,浙江安防职业技术学院,	0x1498
888001465 ,华东煤炭医学专科学校,	0x1499
888002988 ,华南农业大学珠江学院,	0x1496
888001055 ,南京财贸学院,	0x1497
888002416 ,焦作师范高等专科学校,	0x1490
888002447 ,郑州城市职业学院,	0x1491
888002179 ,山东工业职业学院,	0x1494
888002903 ,湖南电子科技职业学院,	0x1495
888004213 ,昌河职工工学院,	0x1492
888002116 ,山东电力高等专科学校,	0x1493
888002008 ,德州高等专科学校,	0x149f
888002741 ,湘南学院,	0x149a
888001813 ,南昌铁路机械学校,	0x149d
888001829 ,宜春医学专科学校,	0x149e
888001094 ,南京邮电大学通达学院,	0x149b
888000046 ,北京第二外国语学院,	0x149c
888000466 ,山西体育职业学院,	0x142a
888002058 ,青岛大学,	0x142b
888000542 ,科尔沁艺术职业学院,	0x142e
888002080 ,寿光市盐业技校,	0x142f
888004277 ,广东新华教育学院,	0x142c
888004246 ,丹江口工程管理局职工大学,	0x142d
888002992 ,广州大学松田学院,	0x1438
888004111 ,山西省吕梁市教育学院,	0x1439
888003137 ,玉林市教育学院,	0x1432
888003726 ,安康教育学院,	0x1433
888002732 ,中南林业科技大学,	0x1430
888002975 ,佛山科学技术学院,	0x1431
888001811 ,江西医学院,	0x1436
888002413 ,河南工业职业技术学院,	0x1437
888003865 ,西北民族大学,	0x1434
888000245 ,衡水师范专科学校,	0x1435
888001248 ,江苏护理职业学院,	0x141f
888002915 ,中山大学,	0x143b
888002998 ,广东科技学院,	0x143c
888001371 ,温州广播电视大学,	0x143a
888003983 ,宁夏重工业职工大学,	0x143f
888003478 ,四川西南航空职业学院,	0x143d
888003553 ,贵州工程职业学院,	0x143e
888003521 ,茅台学院,	0x1449
888003609 ,云南师范大学商学院,	0x1443
888003805 ,西安铁路运输学校,	0x1444
888000823 ,哈尔滨成人教育学院,	0x1441
888001132 ,沙洲职业工学院,	0x1442
888002172 ,山东对外经济贸易学校,	0x1447
888002258 ,郑州工程学院,	0x1448
888004234 ,洛阳轴承职工大学,	0x1445
888001430 ,杭州成人科技大学,	0x1446
888004048 ,新疆交通职业技术学院,	0x1440
888002531 ,黄冈师范学院,	0x144c
888000561 ,内蒙古民族幼儿师范高等专科学校,	0x144d
888000679 ,大连枫叶职业技术学院,	0x144a
888002077 ,潍坊科技职业学院,	0x144b
888001382 ,浙江工商职业技术学院,	0x144e
888003539 ,贵阳职业技术学院,	0x144f
888002428 ,信阳教育学院,	0x1454
888004195 ,杭州市工人业余大学,	0x1455
888002205 ,济南工程职业技术学院,	0x1452
888002363 ,新乡医学院三全学院,	0x1453
888001109 ,苏州幼儿师范高等专科学校,	0x1458
888001452 ,浙江农业商贸职业学院,	0x1459
888000092 ,北京工业大学耿丹学院,	0x1456
888000831 ,齐齐哈尔医学院,	0x1457
888002963 ,广东金融学院,	0xa8c
888000076 ,北京机械工业学院,	0xa8d
888000612 ,辽宁商务职业学院,	0xa8e
888003319 ,重庆电讯职业学院,	0xa8f
888001536 ,淮北师范大学信息学院,	0x1450
888001566 ,安徽警官职业学院,	0x1451
888003215 ,广西中远职业学院,	0xa8a
888003309 ,重庆水利电力职业技术学院,	0xa8b
888004373 ,中国人民解放军空军军医大学,	0x145d
888002145 ,东营广播电视大学,	0x145e
888003671 ,药王山藏医学院,	0x145b
888004001 ,银川市商业学校,	0x145c
888000345 ,河北化工医药职业技术学院,	0x145f
888003647 ,德宏职业学院,	0x145a
888001679 ,南平师范高等专科学校,	0x1465
888002641 ,仙桃职业学院,	0x1466
888004320 ,西安铁路工程职工大学,	0x1463
888000889 ,黑龙江能源职业学院,	0x1464
888000445 ,晋城文艺学校,	0x1469
888003903 ,武威市财贸学校,	0x1467
888004299 ,成都冶金职工大学,	0x1468
888000778 ,吉林电子信息职业技术学院,	0xa9d
888001072 ,江南大学太湖学院,	0xa9e
888001191 ,江苏食品药品职业技术学院,	0xa9f
888001415 ,浙江食品工贸学校,	0x1461
888003264 ,万县教育学院,	0x1462
888003973 ,银川能源学院,	0xa9a
888004027 ,新疆农业职业技术学院,	0xa9b
888000348 ,保定电力职业技术学院,	0x1460
888003502 ,贵州财经大学,	0xa9c
888004369 ,中国人民解放军空军预警学院,	0x13a1
888000657 ,辽宁税务高等专科学校,	0x13a2
888002667 ,湖北省林业学校,	0x13a0
888001765 ,福州科技职业技术学院,	0x13a5
888001841 ,景德镇高等专科学校,	0x13a6
888000987 ,上海工会管理职业学院,	0x13a3
888001044 ,扬州师范学院,	0x13a4
888002552 ,湖北工程学院,	0x13b2
888000589 ,沈阳师范大学,	0x13b3
888001135 ,江苏省广播电视大学（扬州分校）,	0x13b0
888001895 ,江西轻工职业技术学院,	0x13b1
888002700 ,襄阳汽车职业技术学院,	0x13b6
888003490 ,铜仁学院,	0x13b7
888001368 ,宁波职业技术学院,	0x13b4
888001866 ,南昌工学院,	0x13b5
888002197 ,德州粮食学校,	0x13a9
888002221 ,山东城市建设职业学院,	0x13a7
888002127 ,济南铁路局广播电视大学,	0x13a8
888002557 ,黄石广播电视大学,	0xc45
888002657 ,宜昌市工业学校,	0xc46
888003369 ,内江师范高等专科学校,	0xc47
888003853 ,兰州铁道学院,	0xc48
888002931 ,惠州教育学院,	0xc41
888000133 ,北京网络职业学院,	0xc42
888001178 ,太湖创意职业技术学院,	0xc43
888001785 ,福州软件职业技术学院,	0xc44
888002401 ,商丘市工业学校,	0xc40
888002533 ,黄冈教育学院,	0x13ee
888002834 ,长沙航空职业技术学院,	0xc2c
888002714 ,吉首大学,	0x13ef
888003626 ,云南科技信息职业学院,	0xc2d
888003533 ,六盘水职业技术学院,	0x13ec
888004226 ,山东省济宁教育学院,	0xc2e
888001133 ,扬州市职业大学,	0x13ed
888002334 ,河南警察学院,	0xc2f
888000512 ,集宁师范学院,	0xc2a
888001571 ,合肥通用职业技术学院,	0xc2b
888000313 ,邯郸职业技术学院,	0xc38
888002033 ,济宁师范专科学校,	0x13ea
888001329 ,浙江广播电视高等专科学校,	0xc39
888002407 ,济源职业技术学院,	0x13eb
888003238 ,海南工商职业学院,	0xc56
888000088 ,北京吉利大学,	0xc57
888001272 ,浙江幼儿师范学校,	0xc58
888001601 ,安徽电力职工大学,	0xc59
888000141 ,中国民航大学,	0xc52
888001100 ,宿迁学院,	0xc53
888001056 ,南京金融高等专科学校,	0xc54
888002125 ,山东职业学院,	0xc55
888000629 ,大连财经学院,	0xc50
888004158 ,鹤岗矿务局职工大学,	0xc51
888000756 ,长春理工大学光电信息学院,	0x13ff
888003456 ,四川华新现代职业学院,	0xc3d
888001646 ,皖西卫生职业学院,	0xc3e
888001936 ,江西工程职业学院,	0xc3f
888002989 ,广东技术师范学院天河学院,	0x13fd
888003929 ,临夏回族自治州职业技术学校,	0x13fe
888001508 ,合肥教育学院,	0xc3a
888003406 ,四川工业管理职业学院,	0xc3b
888003455 ,四川文化传媒职业学院,	0xc3c
888000085 ,中国劳动关系学院,	0xc49
888002021 ,临沂教育学院,	0x13fb
888002767 ,娄底师范高等专科学校,	0x13fc
888002016 ,博兴师范,	0x13fa
888004304 ,广元职工医学院,	0xc23
888001336 ,绍兴越秀外国语职业学院,	0xc24
888003352 ,四川工业学院,	0xc25
888003485 ,贵阳中医学院,	0xc26
888002068 ,山东交通学院,	0xc20
888002637 ,荆州市机电工程学校,	0xc21
888002914 ,湖南劳动人事职业学院,	0xc22
888002511 ,长江大学,	0xc0e
888003345 ,绵阳经济技术高等专科学校,	0xc0f
888004361 ,中国人民解放军海军潜艇学院,	0xc0a
888000074 ,北京信息科技大学,	0xc0b
888000564 ,辽宁大学,	0xc0c
888002462 ,长垣烹饪职业技术学院,	0xc0d
888002847 ,湖南省长沙农业学校,	0xc16
888003997 ,宁夏葡萄酒与防沙治沙职业技术学院,	0xc17
888000002 ,北京医科大学,	0xc18
888000350 ,渤海石油职业学院,	0xc19
888002484 ,安阳幼儿师范高等专科学校,	0xc34
888003394 ,四川警官高等专科学校,	0xc35
888003881 ,甘肃省礼县师范学校,	0xc36
888004235 ,洛阳有色金属职工大学,	0xc37
888002454 ,驻马店广播电视大学,	0xc30
888003546 ,铜仁幼儿师范高等专科学校,	0xc31
888000040 ,北京联合大学外语师范学院,	0xc32
888000968 ,上海城市管理职业技术学院,	0xc33
888000866 ,黑龙江农业职业技术学院,	0xc1f
888001696 ,福建资源工业学校,	0xc1b
888003938 ,青海大学,	0xc1c
888003945 ,青海民族大学,	0xc1d
888000011 ,北京工业大学高等职业教育学院,	0xc1e
888001493 ,巢湖师范专科学校,	0xc1a
888004023 ,新疆医科大学厚博学院,	0xc27
888003179 ,南宁市教育学院,	0xc28
888003371 ,宜宾学院,	0xc29
888002232 ,山东省济宁商业学校,	0xc01
888003257 ,重庆纺织职工大学,	0x13c3
888001071 ,无锡太湖学院,	0xc02
888003858 ,兰州师范高等专科学校,	0x13c4
888001113 ,江苏建筑职业技术学院,	0x13c1
888001339 ,浙江大学城市学院,	0xc03
888001285 ,绍兴职工大学,	0x13c2
888002156 ,山东科技职业学院,	0xc04
888000602 ,辽宁对外经贸学院,	0x13c7
888000677 ,大连翻译职业学院,	0x13c8
888004262 ,湘潭教育学院,	0x13c5
888000594 ,辽宁商业高等专科学校,	0x13c6
888001726 ,福州理工学院,	0xc00
888000272 ,河北经贸大学,	0x13c0
888002633 ,武汉工贸职业学院,	0x13aa
888002960 ,广东公安高等专科学校,	0x13ab
888003942 ,青海教育学院,	0x13ae
888000471 ,山西旅游职业学院,	0x13af
888003203 ,广西英华国际职业学院,	0x13ac
888003339 ,西南交通大学,	0x13ad
888003554 ,贵州工贸职业学院,	0x13b8
888004171 ,哈尔滨市广播电视大学,	0x13b9
888000752 ,吉林公安高等专科学校,	0x13d4
888001503 ,安徽科技学院,	0xc12
888000842 ,黑龙江财经学院,	0x13d5
888002576 ,武汉东湖学院,	0xc13
888002804 ,湘潭大学兴湘学院,	0xc14
888003743 ,西京学院,	0x13d2
888003795 ,西安汽车科技职业学院,	0x13d3
888004247 ,湖北省直属机关业余大学,	0xc15
888002941 ,广州美术学院,	0x13d8
888000113 ,北京财贸职业学院,	0x13d9
888002489 ,南阳农业职业学院,	0x13d6
888004038 ,昌吉州商业职工学校,	0xc10
888000082 ,北京城市学院,	0xc11
888002803 ,湖南涉外经济学院,	0x13d7
888001374 ,宁波城市职业技术学院,	0x13d0
888003312 ,重庆三峡医药高等专科学校,	0x13d1
888003621 ,云南农业职业技术学院,	0x13bb
888001064 ,南京特殊教育职业技术学院,	0x13bc
888000856 ,齐齐哈尔市教育学院,	0x13ba
888004349 ,中国人民解放军陆军装甲兵学院,	0x13bf
888001348 ,浙江海洋大学东海科学技术学院,	0x13bd
888002792 ,湖南工业大学,	0x13be
888003897 ,甘肃警察职业学院,	0xc09
888001498 ,铜陵学院,	0x13c9
888002893 ,长沙电力职业技术学院,	0xc05
888003272 ,重庆工业高等专科学校,	0xc06
888001514 ,池州学院,	0xc07
888002901 ,益阳医学高等专科学校,	0xc08
888000176 ,天津滨海职业学院,	0x13e5
888000569 ,东北大学,	0x13e6
888004211 ,厦门市广播电视大学,	0x13e3
888002417 ,河南省沁阳师范学校,	0x13e4
888001682 ,泉州师范学院,	0x13e9
888000793 ,吉林职业技术学院,	0x13e7
888001141 ,连云港教育学院,	0x13e8
888003509 ,贵州商业高等专科学校,	0x13e1
888003843 ,陕西旅游烹饪职业学院,	0x13e2
888001409 ,嘉兴职业技术学院,	0x13e0
888002947 ,广东白云学院,	0x13cc
888001753 ,泉州医学高等专科学校,	0x13cd
888001930 ,江西建设职业技术学院,	0x13ca
888002843 ,湖南省轻工业学校,	0x13cb
888002154 ,滨州工业学校,	0x13ce
888003006 ,南方科技大学,	0x13cf
888002768 ,娄底师范学校,	0x13f6
888002832 ,湖南省电子工业学校,	0x13f7
888000314 ,石家庄职业技术学院,	0x13f4
888002662 ,湖北水利水电职业技术学院,	0x13f5
888003528 ,黔南民族职业技术学院,	0x13f8
888000207 ,邯郸农业高等专科,	0x13f9
888001624 ,安徽审计职业学院,	0x13f2
888002749 ,邵阳学院,	0x13f3
888000062 ,中国音乐学院,	0x13f0
888001032 ,江苏财经高等专科学校,	0x13f1
888000140 ,天津工业职业技术学院,	0x13dd
888000279 ,河北工程技术学院,	0x13de
888003777 ,陕西煤炭职工医科大学,	0x13db
888004136 ,大连市广播电视大学,	0x13dc
888000507 ,赤峰学院,	0x13df
888003342 ,成都理工大学,	0x13da
888002536 ,恩施医学高等专科学校,	0x150b
888003233 ,三亚城市职业学院,	0x150c
888001370 ,温州职业技术学院,	0x150a
888000495 ,内蒙古科技大学,	0x1517
888001060 ,淮海工学院,	0x1518
888004346 ,中国人民解放军陆军指挥学院,	0x1515
888000037 ,北京师范大学,	0x1516
888001172 ,淮安信息职业技术学院,	0x1519
888001245 ,江苏海门师范学校,	0x1510
888003220 ,华南热带农业大学,	0x1513
888003516 ,贵州师范大学求是学院,	0x1514
888002841 ,铁道部工业职工大学,	0x1511
888003036 ,广东建设职业技术学院,	0x1512
888004086 ,天津市河东区职工大学,	0x151c
888000563 ,扎兰屯职业学院,	0x151d
888001387 ,浙江医药高等专科学校,	0x151a
888002142 ,烟台教育学院,	0x151b
888002705 ,湖北省实验幼儿师范学校,	0x1528
888002748 ,湖南省立第三师范学校,	0x1529
888001956 ,赣南文艺学校,	0x1526
888002266 ,河南科技学院,	0x1527
888002686 ,武汉民政职业学院,	0x1520
888002875 ,长沙南方职业学院,	0x1521
888000675 ,渤海船舶职业学院,	0x1524
888001774 ,福建幼儿师范高等专科学校,	0x1525
888003086 ,广州科技贸易职业学院,	0x1522
888003526 ,安顺职业技术学院,	0x1523
888001027 ,南京动力高等专科学校,	0x150f
888003403 ,四川外国语大学成都学院,	0x150d
888004331 ,兰州铁路工程职工大学,	0x150e
888000985 ,上海电影艺术职业学院,	0x152a
888003717 ,西安幼儿师范学校,	0x152d
888001364 ,浙江音乐学院,	0x152e
888002064 ,潍坊高等专科学校,	0x152b
888002874 ,常德职业技术学院,	0x152c
888003411 ,四川音乐学院绵阳艺术学院,	0x1539
888004383 ,中国人民武装警察部队警官学院,	0x1537
888002288 ,南阳高等师范专科学校,	0x1538
888002555 ,湖北理工学院,	0x1531
888004222 ,新汶矿务局职工大学,	0x1532
888002106 ,齐鲁师范学院,	0x1530
888003284 ,重庆人文科技学院,	0xc8e
888003946 ,青海职业技术学院,	0x1535
888003823 ,延安师范学校,	0xc8f
888004045 ,新疆兵团警官高等专科学校,	0x1536
888000422 ,山西大学商务学院,	0x1533
888002212 ,山东杏林科技职业学院,	0x1534
888001712 ,泉州光电信息职业技术学院,	0xc8a
888002103 ,山东财经大学东方学院,	0xc8b
888001233 ,江苏卫生健康职业学院,	0xc8c
888001289 ,台州师范专科学校,	0x151e
888001572 ,安徽工贸职业技术学院,	0xc8d
888002461 ,郑州信息工程职业学院,	0x151f
888002494 ,驻马店幼儿师范高等专科学校,	0x153a
888002226 ,山东传媒职业学院,	0x153b
888000187 ,天津国土资源和房屋职业学院,	0x153e
888001432 ,浙江长征职业技术学院,	0x153f
888002996 ,广州工商学院,	0x153c
888000030 ,北京农业工程大学,	0x153d
888002636 ,荆州财税会计学校,	0x1548
888003597 ,云南警官学院,	0x1549
888001859 ,江西渝州科技职业学院,	0x1542
888001961 ,吉安职业技术学院,	0x1543
888004342 ,和田地区教育学院,	0x1540
888001274 ,杭州师范大学,	0x1541
888001937 ,江西青年职业学院,	0x1546
888004145 ,吉林省教育学院,	0xc9f
888002177 ,山东胜利职业学院,	0x1547
888003310 ,重庆工商职业学院,	0x1544
888000428 ,山西医科大学晋祠学院,	0x1545
888003618 ,云南国土资源职业学院,	0xc9b
888001194 ,建东职业技术学院,	0xc9c
888001585 ,安徽中医药高等专科学校,	0xc9d
888001877 ,江西师范大学科学技术学院,	0x152f
888002347 ,郑州师范学院,	0xc9e
888003124 ,广西医科大学,	0xc9a
888003993 ,宁夏银行学校,	0xc89
888003247 ,重庆邮电大学,	0xc85
888004016 ,新疆财政学校,	0xc86
888002144 ,东营职业学院,	0xc87
888002471 ,郑州广播电视学校,	0xc88
888004052 ,新疆应用职业技术学院,	0xc81
888000780 ,吉林工程职业学院,	0xc82
888001600 ,安徽电气工程职业技术学院,	0xc83
888001824 ,上饶师范学院,	0xc84
888003694 ,西北农林科技大学,	0xc80
888001406 ,浙江工业职业技术学院,	0xc6c
888001966 ,山东大学,	0xc6d
888002199 ,德州经济学校,	0xc6e
888000185 ,天津商务职业学院,	0xc6f
888000491 ,运城师范高等专科学校,	0xc6a
888000837 ,哈尔滨工程高等专科学校,	0xc6b
888001800 ,泉州轻工职业学院,	0xc96
888002118 ,曲阜远东职业技术学院,	0xc97
888002321 ,安阳大学,	0xc98
888002370 ,河南职业技术学院,	0xc99
888000711 ,中国人民解放军军需大学,	0xc92
888002117 ,日照职业技术学院,	0xc93
888003870 ,甘肃教育学院,	0xc94
888000670 ,辽宁轨道交通职业学院,	0xc95
888004174 ,上海市徐汇区业余大学,	0xc90
888004362 ,中国人民解放军海军航空大学,	0xc91
888000497 ,包头师范学院,	0xc7d
888001229 ,南京城市职业学院,	0xc7e
888001621 ,安徽公安职业学院,	0xc7f
888001851 ,新余师范学校,	0xc7a
888002042 ,菏泽师范专科学校,	0xc7b
888003361 ,西南医科大学,	0xc7c
888002952 ,广州教育学院,	0xc67
888000884 ,哈尔滨城市职业学院,	0xc68
888000001 ,北京大学,	0xc69
888003958 ,青海高等职业技术学院,	0xc63
888004012 ,喀什大学,	0xc64
888001022 ,南京医科大学,	0xc65
888001237 ,宿迁泽达职业技术学院,	0xc66
888000424 ,山西农业大学信息学院,	0xc60
888001684 ,泉州师范学校,	0xc61
888002807 ,南华大学船山学院,	0xc62
888002765 ,湖南人文科技学院,	0xc4e
888002985 ,广东外语外贸大学南国商学院,	0xc4f
888001280 ,湖州师范专科学校,	0xc4a
888001723 ,福建江夏学院,	0xc4b
888001992 ,淄博学院,	0xc4c
888003193 ,广西建筑工程学校,	0xc4d
888000948 ,上海电机技术高等专科学校,	0xc78
888000114 ,北京北大方正软件职业技术学院,	0xc79
888000593 ,锦州师范学院,	0xc74
888000704 ,辽宁水利职业学院,	0xc75
888001000 ,江苏科技大学,	0xc76
888000826 ,绥化学院,	0xc77
888001652 ,安徽卫生健康职业学院,	0xc70
